date,collected_at,category,region,newspaper,headline,url,source_url,status,error_message,topic
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,中野ブロードウェイ2億円分の腕時計窃盗容疑、チリ国籍の男2人逮捕,http://www.asahi.com/articles/ASV8W4JMMV8WUTIL01KM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,図書館のエレベーターに母子3人閉じ込め ドア開閉に不具合か 山口,http://www.asahi.com/articles/ASV8W33MBV8WTZNB003M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,滋賀県警、証拠品600点放置 2年前の大規模発覚の際に見落とし,http://www.asahi.com/articles/ASV8W3JZPV8WOXIE02DM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,新幹線の整備費「佐賀の分を長崎も負担」はあり? 両県知事が会談,http://www.asahi.com/articles/ASV8W3D0XV8WTTHB002M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,転落巻き添えで女性死亡、飛び降りた男を重過失致死容疑で逮捕 愛知,http://www.asahi.com/articles/ASV8W34K2V8WOIPE009M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,「あらゆるがんに有効」と説明 医師の義務違反を認め賠償命じる判決,http://www.asahi.com/articles/ASV8W35N2V8WUTIL02FM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,生活道路の最高速度引き下げ、北海道は約4万キロ対象 柔軟な対応も,http://www.asahi.com/articles/ASV8W2RFJV8WIIPE001M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,「水が引くことを祈るしか...」大雨の石川・富山、住民に不安と疲弊,http://www.asahi.com/articles/ASV8W2RW4V8WPTIL008M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,行政書士事務所の元経営者を傷害致死容疑で逮捕 部下に暴行か、否認,http://www.asahi.com/articles/ASV8W1FFYV8WPTIL007M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,洲本商工会議所の事務局長を750万円横領容疑で逮捕 神戸地検,http://www.asahi.com/articles/ASV8W2V7QV8WPIHB00ZM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,ヤクルト・石川、25年連続勝利は遠く 左肩痛発症で1回途中6失点,http://www.asahi.com/articles/ASV8W4GBNV8WUTQP00BM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,小川航基がJリーグ復帰で会見 「5大リーグに行けたとしても」,http://www.asahi.com/articles/ASV8W2V2XV8WUTQP002M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,「焦らず、焦りながら」ヤクルト石川雅規、46歳がたどりついた場所,http://www.asahi.com/articles/ASV8W0TB3V8WUTQP01JM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,下級生への暴力複数回、寮内の盗難報告せず 龍谷大野球部が活動停止,http://www.asahi.com/articles/ASV8W0F09V8WPLZB001M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-28,2026-08-28T05:02:52.827761+09:00,全国紙,全国,朝日新聞,「選手村造らない」アジア大会 コンテナ型施設並ぶ交流拠点が完成,http://www.asahi.com/articles/ASV8V33SFV8VOIPE007M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
